return-date	order-id	sku	asin	fnsku	product-name	quantity	fulfillment-center-id	detailed-disposition	reason	status	license-plate-number	customer-comments
2025-01-27T23:46:07-08:00	112-8254685-2410635	G24268-1A-Cream-3x5-US-V1	B0DBYY5XMP	X004CCKR6P	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Colorful Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	LEX1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK48NK5KL6	I decided to go with another color - the RELEANY cream/green
2025-01-27T20:08:34-08:00	114-9179697-0874636	G24267-1A-Cream-6x9-US-V1	B0DBYV567L	X004CCKPG7	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Colorful Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	TUS1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMCC0053446	
2025-01-27T19:36:33-08:00	111-5667160-7209865	G24268-7-Black-3x5-US-V1	B0DBYP9F11	X004CCTLNZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Charcoal Black Vintage Traditional Floral Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office	1	IAH1	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNAC142999617	Duplicate rug
2025-01-27T18:12:22-08:00	113-2607142-9020234	G24136-7-Beige-6x9-US-V1	B0DBYW49QF	X004CCYGD5	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Beige Stain Resistant Dining Room Rug Geometric Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	HOU3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNAC335789328	Carpet is too small.
2025-01-27T13:28:07-08:00	113-8809022-7465822	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	X004CCZFYJ	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	PHX6	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO295586745	Product is too big for my space
2025-01-27T13:14:55-08:00	113-0064620-5089062	G24136-7-Beige-6x9-US-V1	B0DBYW49QF	X004CCYGD5	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Beige Stain Resistant Dining Room Rug Geometric Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	LAS2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory	LPNPMDI1668526	
2025-01-27T09:37:09-08:00	111-6959224-7785068	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDN2187894	bought duplicate
2025-01-27T02:10:18-08:00	114-3676241-0462660	G24136-13-Grey-5x7-US-V1	B0DBYZM1X6	X004CCV52P	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Grey Modern Abstract Geometric Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	LAS2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDG4161930	The color is not what what expected, didn’t match my decor or space.
2025-01-27T01:42:35-08:00	113-4714254-3524202	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	X004CCTMV1	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	TEN1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDM9094198	
2025-01-26T07:12:34-08:00	114-6103056-6556239	N1338-3-Sage Green-5x7-US-V1	B0DBYV7V8N	X004CCZH29	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	CHA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNL4P67MDML	dont need
2025-01-26T06:18:21-08:00	112-1484566-5538640	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	SDF6	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNK4CMB2V9Y	
2025-01-25T22:09:52-08:00	111-1032188-2057844	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMAX1957538	
2025-01-25T19:28:00-08:00	111-6654482-2552226	G24267-5-Green-3x5-US-V1	B0DBVPWW8F	X004CBBSFZ	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO304368352	Wrong size
2025-01-25T10:53:38-08:00	111-3580713-8805821	N1338-1-Orange-6x9-US-V1	B0DBZ5DYF4	X004CCRG7N	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Orange Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	HOU3	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMAY6902403	
2025-01-25T09:43:30-08:00	114-7101435-1809032	G24136-7-Beige-5x7-US-V1	B0DBZ76XQH	X004CCX8F7	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Beige Modern Abstract Geometric Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	IND8	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNO305659080	
2025-01-25T09:37:17-08:00	114-7537340-7552247	G24267-5-Green-6x9-US-V1	B0DBVJDNXF	X004CBJR85	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	LEX1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNNJ4JCGJNDW	
2025-01-25T06:35:52-08:00	111-4790983-5072243	G24267-1A-Cream-9x12-US-V1	B0DBYZ1P1H	X004CCPQYD	LUXRUG Area Rugs 9x12 Living Room - Large Washable Cream Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Colorful Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	PCA1	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNPMDF2176040	
2025-01-25T06:21:20-08:00	111-4937549-2122623	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	CHA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNL4JHB2S4X	Color not as dark as in photos
2025-01-25T05:53:35-08:00	111-3591541-6829824	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	CHA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNL4Q3MKD68	Color not as dark as in photos
2025-01-24T22:04:03-08:00	114-2511642-3830642	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	HOU3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMAW9671280	Found one I like better
2025-01-24T21:51:13-08:00	112-6370691-0342658	G24267-2-Beige-6x9-US-V1	B0DBVM7S5P	X004CBGGCF	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO304470718	Didn’t like
2025-01-24T13:35:41-08:00	113-3592449-0848266	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	X004CCTMV1	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	PCA1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDN7261843	
2025-01-24T09:21:12-08:00	113-2292822-6297833	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK49919M4W	Bought different colors
2025-01-23T23:28:59-08:00	114-6766290-2982605	G24136-7-Beige-8x10-US-V1	B0DBZ3PDH4	X004CD1IJ9	LUXRUG Washable Area Rug 8x10 - Large Beige Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	MEM3	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNNL4TV5F8JH	the colors aren&#39;t what they appear
2025-01-23T21:22:43-08:00	113-1088374-4905027	G24267-2-Beige-8x10-US-V1	B0DBVKBXCB	X004CBGG1B	LUXRUG Washable Area Rug 8x10 - Large Cream Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Distressed Oriental Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	SDF6	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNH4MYT1Q99	
2025-01-23T21:04:33-08:00	114-2797450-9883411	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK45Q5ZBYG	Colors didn’t match the decor and material was not what I was looking for
2025-01-23T12:40:38-08:00	114-4079711-4239401	G24267-1A-Cream-6x9-US-V1	B0DBYV567L	X004CCKPG7	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Colorful Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	LEX1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNNK4FL7JG3L	
2025-01-23T12:21:47-08:00	114-4475823-0733820	N1338-3-Sage Green-8x10-US-V1	B0DBZGL9YS	X004CCZCIN	LUXRUG Washable Area Rug 8x10 - Large Sage Green Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNK42TXFLJN	Too small for my room.
2025-01-23T09:33:43-08:00	111-5722479-8602660	G24268-7-Black-6x9-US-V1	B0DBYXH8YW	X004CCN2HB	LUXRUG 6x9 Area Rug for Living Room - Large Traditional Floral Washable Rugs for Bedroom Non-Slip Charcoal Black Stain Resistant Dining Room Rug Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	TEN1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMAX3131538	Too dark
2025-01-23T07:55:22-08:00	113-4026791-9431438	N1338-3-Sage Green-5x7-US-V1	B0DBYV7V8N	X004CCZH29	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	HOU3	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMAW9671045	Too thin
2025-01-23T04:57:35-08:00	111-7078268-3101847	G24268-7-Black-9x12-US-V1	B0DBYYXW44	X004CCKRQF	LUXRUG Area Rugs 9x12 Living Room - Large Washable Charcoal Black Boho Rugs for Bedroom Soft Vintage Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	SDF6	SELLABLE	FOUND_BETTER_PRICE	Unit returned to inventory	LPNNK4WDMCBW6	Better price available
2025-01-22T21:33:33-08:00	113-5291632-2772210	N1338-3-Sage Green-3x5-US-V1	B0DBYMRB1C	X004CCZFPN	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Sage Green Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMBA6595825	
2025-01-22T20:22:54-08:00	114-8006820-4317007	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDF2297320	
2025-01-22T17:55:00-08:00	114-8006820-4317007	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMCC0052933	Wasn’t what I was expecting
2025-01-21T16:40:13-08:00	111-9658693-0290628	G24267-1A-Cream-5x7-US-V1	B0DBYX9CK6	X004CCOSNN	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Cream Colorful Vintage Traditional Floral Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO310545395	No longer needed
2025-01-21T09:21:14-08:00	114-1336038-0236207	N1338-1-Orange-9x12-US-V1	B0DBZ56PC3	X004CCV06L	LUXRUG Area Rugs 9x12 Living Room - Large Washable Orange Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	CVG2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNH48PQWKSX	Changed mind
2025-01-21T07:57:21-08:00	113-1615287-4987432	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMAX4234503	Color and pattern ended up not being right for the room for which I I purchased it.
2025-01-21T01:26:59-08:00	111-2515872-5849857	G24267-2-Beige-6x9-US-V1	B0DBVM7S5P	X004CBGGCF	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Cream Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	LEX1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNL4XNKK7Q3	Too much blue in the rug.
2025-01-20T23:00:57-08:00	113-2748665-3903469	G24268-7-Black-8x10-US-V1	B0DBY8NGRN	X004CCN1OF	LUXRUG Washable Area Rug 8x10 - Large Charcoal Black Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TUS1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDF8237485	It’s cheap looking
2025-01-20T21:09:57-08:00	114-9940623-8409800	G24136-7-Beige-9x12-US-V1	B0DBZ767W8	X004CCZOYP	LUXRUG Area Rugs 9x12 Living Room - Large Washable Beige Boho Rugs for Bedroom Soft Abstract Rug Ultra-Thin Modern Geometric Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	SDF6	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNNG4SQZN9FF	
2025-01-20T17:05:43-08:00	114-1641355-4180262	G24267-4-Pink-3x5-US-V1	B0DBVKS2S4	X004CBJR8F	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Pink Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO293170566	Not opened
2025-01-20T16:09:31-08:00	113-2861269-1382638	N1338-1-Orange-5x7-US-V1	B0DBYYVZMX	X004CCZFYJ	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Orange Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	IND8	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNO293924297	I changed my mind about rug pattern
2025-01-20T15:55:29-08:00	114-3556732-7657064	G24136-7-Beige-6x9-US-V1	B0DBYW49QF	X004CCYGD5	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Beige Stain Resistant Dining Room Rug Geometric Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	TUS1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNPMDN3772957	dont need
2025-01-20T13:44:23-08:00	114-8892698-2213837	N1338-3-Sage Green-6x9-US-V1	B0DBYT5KQ7	X004CCUZEJ	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Sage Green Stain Resistant Dining Room Rug Rainbow Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	CVG2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory	LPNNH4K2WQCJS	
2025-01-20T10:59:41-08:00	114-2639638-3728257	G24136-7-Beige-3x5-US-V1	B0DBZ697XG	X004CCV651	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Beige Abstract Geometric Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	PGA1	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNAC469997560	Need something different
2025-01-20T09:30:05-08:00	111-7801432-3033068	G24268-7-Black-5x7-US-V1	B0DBZB9JY5	X004CCTMV1	LUXRUG Washable Area Rug 5x7 - Traditional Floral Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Charcoal Black Vintage Dining Room Rugs for Under Table Indoor Carpet for Living Room	1	CVG2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory	LPNNH4415PPYQ	Re ordering in a 6x9 need larger size
2025-01-20T07:02:39-08:00	112-3034315-5653821	N1338-1-Orange-8x10-US-V1	B0DBYSVWYJ	X004CCRGQT	LUXRUG Washable Area Rug 8x10 - Large Orange Boho Rugs for Living Room Soft Abstract Bedroom Rug Ultra-Thin Modern Rainbow Carpet Stain Resistant Rug for Dining Room Nursery Room Home Decor	1	TUS1	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMAX1793222	Backgroundncolor is pure white and not beige as described
2025-01-19T17:59:31-08:00	114-8812453-5379452	G24267-2-Beige-3x5-US-V1	B0DBVM2KQN	X004CBBRXX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Cream Vintage Oriental Kitchen Rugs Low Pile Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Entrance Dorm Office Home Decor	1	MEM3	SELLABLE	MISSED_ESTIMATED_DELIVERY	Unit returned to inventory	LPNNK4WPW26KH	too late
2025-01-19T05:52:59-08:00	113-6222847-7953045	G24267-4-Pink-6x9-US-V1	B0DBVPKNL7	X004CBGE8V	LUXRUG 6x9 Area Rug for Living Room - Large Oriental Washable Rugs for Bedroom Non-Slip Pink Stain Resistant Dining Room Rug Farmhouse Low-Pile Carpet Soft Vinatge Rug for Office Guest Room	1	BDL2	SELLABLE	UNDELIVERABLE_REFUSED	Unit returned to inventory	LPNRRIO4599210	
2025-01-19T05:12:46-08:00	113-6248729-1009040	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	X004CCRHBX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDG2690465	These rugs were not at all like they were described. very disappointing…
2025-01-19T05:12:46-08:00	113-6248729-1009040	N1338-1-Orange-3x5-US-V1	B0DBZ7YNH5	X004CCRHBX	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Orange Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	LAS2	SELLABLE	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDG2690464	These rugs were not at all like they were described. very disappointing…
2025-01-18T17:41:30-08:00	111-1958498-6481864	G24136-7-Beige-6x9-US-V1	B0DBYW49QF	X004CCYGD5	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Beige Stain Resistant Dining Room Rug Geometric Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	PCA1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDF2404489	
2025-01-18T17:27:18-08:00	113-6985305-2082635	N1338-2-Pink-3x5-US-V1	B0DBYLGSS5	X004CCUYSV	LUXRUG 3x5 Washable Area Rug - Small Entryway Rug Non-Slip Pink Abstract Rainbow Kitchen Rugs Modern Boho Carpet Throw Rugs for Living Room Bedroom Bathroom Dorm Nursery Room Home Decor	1	CHA1	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory	LPNNL4WYSRBJV	
2025-01-18T05:15:07-08:00	111-5238911-3353008	G24267-1A-Cream-8x10-US-V1	B0DBYVNMF8	X004CCRXK3	LUXRUG Washable Area Rug 8x10 - Large Cream Colorful Boho Rugs for Living Room Soft Vintage Bedroom Rug Ultra-Thin Traditional Floral Carpet Stain Resistant Rug for Dining Room Guest Room Home Decor	1	TEN1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNPMDP4243382	
2025-01-18T01:39:08-08:00	114-8888770-2293033	N1338-3-Sage Green-5x7-US-V1	B0DBYV7V8N	X004CCZH29	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	MEM3	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNNK4BW4Z5PX	
2025-01-17T23:00:27-08:00	113-1274880-0609869	N1338-3-Sage Green-5x7-US-V1	B0DBYV7V8N	X004CCZH29	LUXRUG Washable Area Rug 5x7 - Boho Living Room Rug Stain Resistant Soft Bedroom Rug Ultra-Thin Sage Green Modern Abstract Rainbow Dining Room Rugs Indoor Carpet for Living Room Nursery Room	1	PGA1	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory	LPNAC602466697	
2025-01-17T21:42:58-08:00	112-3492165-3865008	G24136-7-Beige-6x9-US-V1	B0DBYW49QF	X004CCYGD5	LUXRUG 6x9 Area Rug for Living Room - Large Abstract Washable Rugs for Bedroom Non-Slip Beige Stain Resistant Dining Room Rug Geometric Low-Pile Carpet Soft Modern Rug for Office Nursery Room	1	TEN1	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory	LPNPMDO0290641	
